FID,Site_ID,Site_Name,Gov_Level,State,Prot_Lvl,Mgmt_Agen,Mgmt_Plan,Pri_Con_Fo,Cons_Focus,Fish_Rstr,Prot_Focus,Permanence,Constancy,Estab_Yr,Anchor,Vessel,IUCN_MPA,IUCNcat,Category,Marine,URL,WDPA_Cd,ProSeasID,Design,AreaKm,AreaMar,MarPercent,AreaNT,Longitude,Latitude,VxCount,SHAPE_Leng,Shape__Area,Shape__Length
205,MS11,Graveline Bay Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,http://www.dmr.ms.gov/index.php/mississippi-gems/215-graveline-bay,352712,MS11,Coastal Preserve,9.01403,0.441568778,5,0,-88.69271426,30.36930793,1874,0.480731662,12149087.73,57134.35595
206,MS12,Hancock County Marsh Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/index.php/mississippi-gems/217-hancock-county-marshes,352713,MS12,Coastal Preserve,92.1974,6.590778795,7,0,-89.51685498,30.22079168,6334,2.154176053,123891419.9,257169.9521
207,MS14,Jourdan River Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/index.php/mississippi-gems/246-jourdan-river,352714,MS14,Coastal Preserve,25.5926,7.497802643,29,0,-89.38315757,30.35588481,2060,0.531612432,34488859.32,63879.3615
208,MS15,Old Fort Bayou Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.ms.gov/index.php/mississippi-gems/247-old-fort-bayou,352715,MS15,Coastal Preserve,5.26528,1.399775867,27,0,-88.80364127,30.42155142,1439,0.390818496,7104499.34,46218.76142
209,MS16,Pascagoula River Marsh Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/mississippi-gems/248-pascagoula-river,352716,MS16,Coastal Preserve,87.0068,13.00759481,15,0,-88.59925168,30.41996983,10110,1.298703888,117388111.4,155082.3883
210,MS18,Round Island Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,http://www.dmr.ms.gov/index.php/mississippi-gems/251-round-island,352717,MS18,Coastal Preserve,0.267438,0.267438087,100,0,-88.58624229,30.29530646,91,0.024443899,359913.5703,2940.053109
211,MS2,Bayou La Croix Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,http://www.dmr.ms.gov/index.php/mississippi-gems/203-bayou-la-croix,352718,MS2,Coastal Preserve,5.0585,0.010395284,0,0,-89.43300575,30.32984987,1386,0.360564599,6812391.879,42876.28488
212,MS21,Wolf River Marsh Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/index.php/mississippi-gems/254-wolf-river,352719,MS21,Coastal Preserve,12.0546,1.620782513,13,0,-89.26745142,30.3671832,1636,0.426088499,16246449.71,50550.51036
213,MS3,Bayou Portage Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/index.php/mississippi-gems/205-bayou-portage,352720,MS3,Coastal Preserve,4.16309,1.129195967,27,0,-89.24725844,30.34247269,647,0.197848559,5607955.207,23382.59694
214,MS4,Bellefontaine Marsh Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,http://www.dmr.state.ms.us/index.php/mississippi-gems/206-bellefontaine-marsh,352721,MS4,Coastal Preserve,4.86107,0.005015185,0,0,-88.73799409,30.35126427,437,0.154873303,6549343.672,17813.60623
215,MS5,Biloxi River Marshes Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.state.ms.us/index.php/mississippi-gems/207-biloxi-river-marshes,352722,MS5,Coastal Preserve,16.2188,7.396170004,46,0,-88.99026532,30.43327838,1469,0.433493108,21888068.45,51380.8326
216,MS502,Grand Bay Savannah Coastal Preserve,State,"AL, MS",Uniform Multiple Use,Mississippi Department of Marine Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.ms.gov/mississippi-gems/213-grand-bay-savanna,352723,MS502,Coastal Preserve,47.5248,9.861820917,21,0,-88.4407732,30.36403663,1378,0.65444805,64046964.52,78667.1436
217,MS503,Grand Bayou Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,http://www.dmr.ms.gov/index.php/mississippi-gems/214-grand-bayou,352724,MS503,Coastal Preserve,2.32877,0,0,0,-89.40347746,30.27182699,673,0.166994852,3132535.992,20141.75163
218,MS7,Davis Bayou Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.ms.gov/mississippi-gems/210-davis-bayou,6666345,MS7,Coastal Preserve,8.54914,2.423979952,28,0,-88.7828109,30.38404585,2009,0.513214064,11525960.72,60891.10747
219,MS8,Deer Island Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992, , ,1,IV,IUCN MPA,Mixed,http://www.dmr.ms.gov/mississippi-gems/211-deer-island,352726,MS8,Coastal Preserve,2.21964,0.407027332,18,0,-88.84156909,30.37288169,410,0.146916226,2991840.656,16897.10641
220,MS9,Escatawpa River Marsh Coastal Preserve,State,MS,Uniform Multiple Use,Mississippi Department of Marine Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dmr.ms.gov/index.php/mississippi-gems/212-escatawpa-river-marsh,352727,MS9,Coastal Preserve,11.5016,2.20166881,19,0,-88.52452206,30.4242443,1554,0.443724982,15519142.17,52936.95541
221,NC22,Fort Macon State Park Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2000, , ,1,V,IUCN MPA,Mixed,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC22,Nature Preserve,1.93551,0.18181812,9,0,-76.69096274,34.69773113,149,0.092266586,2870168.492,11209.37451
222,NC38,Kitty Hawk Woods Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1992, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC38,Nature Preserve,6.32344,0.1465464,2,0,-75.7207164,36.07983909,282,0.1333654,9701013.418,16606.65752
223,NC45,Masonboro Island Estuarine Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1987, , ,1,V,IUCN MPA,Mixed,http://portal.ncdenr.org/web/crp/masonboro-island,0,NC45,Nature Preserve,22.3178,11.79094719,53,0,-77.84605355,34.14404629,466,0.324578213,32663570.28,41371.2022
224,NC502,Sea Turtle Sanctuary,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Focal Resource,Permanent,Seasonal,1980,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,http://portal.ncdenr.org/c/document_library/get_file?uuid=899c9fbc-e8c5-40e4-af40-e6538613cda7&groupId=38337,0,NC502,Sanctuary,24.0921,23.97417805,100,0,-77.2474313,34.5736039,735,0.562364855,35615044.79,66401.22969
225,NC505,Queen Anne's Revenge,State,NC,Uniform Multiple Use,North Carolina Department of Cultural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,1997,Prohibited,Unrestricted,1,IV,IUCN MPA,Marine,https://www.qaronline.org/,555586783,NC505,Shipwreck,0.235735,0.235735373,100,0,-76.68280002,34.67520002,118,0.017631862,349382.9434,2128.385682
226,NC509,Buxton Woods Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1989, , ,1,IV,IUCN MPA,Interface,http://www.nccoastalreserve.net/web/crp/buxton-woods; http://www.nccoastalreserve.net/c/document_library/get_file?uuid=aca3c3c5-0b8a-4b03-9ddd-dfee4bb0a42b&groupId=61572,0,NC509,Coastal Reserve,3.45924,0.001241425,0,0,-75.57035091,35.25506624,758,0.213711953,5199360.668,26555.35687
227,NC510,Bald Head Woods Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1994, , ,1,IV,IUCN MPA,Interface,http://www.nccoastalreserve.net/web/crp/bald-head-woods,0,NC510,Coastal Reserve,0.773138,0.000890794,0,0,-77.97747222,33.85360614,87,0.049269308,1123896.424,5867.453688
228,NC511,Bird Island Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,2002, , ,1,IV,IUCN MPA,Mixed,http://www.nccoastalreserve.net/web/crp/bird-island,0,NC511,Coastal Reserve,5.99266,1.919102896,32,0,-78.53630599,33.86607258,5754,0.110259485,8713943.555,13234.48606
229,NC514,Buckridge Coastal Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,2000, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC514,Dedicated Nature Preserve,66.8295,0.190523392,0,0,-76.08986745,35.72800617,1835,0.615932547,101625864.3,76205.86798
230,NC528,Gull Rock Game Land,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971, , ,1,VI,IUCN MPA,Interface,https://www.ncwildlife.org/Hunting/WheretoHunt/PublicPlaces.aspx,312251,NC528,Game Land,115.71,1.057812411,1,0,-76.11005838,35.37781134,810,1.322787121,174705736.7,160245.1795
231,NC552,Rachel Carson Estuarine Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,1987, , ,1,IV,IUCN MPA,Mixed,http://www.nccoastalreserve.net/web/crp/rachel-carson; http://www.nccoastalreserve.net/c/document_library/get_file?uuid=bd9e4e35-4311-4ac6-9552-8cb6bffcab32&groupId=61572,0,NC552,Dedicated Nature Preserve,7.90921,4.753097978,60,0,-76.63302862,34.70263921,104,0.222704235,11729934.47,25637.7926
232,NC553,Roanoke Island Marshes Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1994, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC553,Dedicated Nature Preserve,9.45414,0.308609418,3,0,-75.63874276,35.8737453,7281,0.367717853,14429037.21,45655.03889
233,NC558,Northwest River Marsh Game Land Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2003, , ,1,V,IUCN MPA,Interface,https://www.ncwildlife.org/Portals/0/Hunting/Game-Land-Maps/Coastal/Northwest-River-Marsh.pdf,0,NC558,Dedicated Nature Preserve,6.37331,0.158036374,2,0,-76.12769461,36.54074995,1042,0.243348909,9892789.262,29941.91505
234,NC600,Buxton Woods Coastal Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1992, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC600,Dedicated Nature Preserve,10.3224,0.003973334,0,0,-75.57045915,35.25201221,259,0.228390845,15513762.24,26583.89464
235,NC601,Currituck Banks Estuarine Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1987, , ,1,V,IUCN MPA,Mixed,https://deq.nc.gov/about/divisions/coastal-management/nc-coastal-reserve/reserve-sites/currituck-banks-reserve,0,NC601,Dedicated Nature Preserve,1.39452,0.08693486,6,0,-75.83435859,36.39695699,707,0.08310621,2156655.039,10120.83911
236,NC602,Currituck Outer Banks Preserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1995, , ,1,V,IUCN MPA,Mixed,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC602,Dedicated Nature Preserve,0.259355,0.023231059,9,0,-75.83922259,36.40390608,313,0.050082633,401170.1484,5886.268804
237,NC604,Nags Head Woods Preserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1986, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC604,Dedicated Nature Preserve,6.48873,0.135300526,2,0,-75.66172262,35.98529271,914,0.202376566,9930931,25058.45732
238,NC605,Run Hill State Natural Area Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1998, , ,1,V,IUCN MPA,Mixed,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC605,Dedicated Nature Preserve,0.513671,0.029784889,6,0,-75.67221359,36.0008386,356,0.048828837,786473.6016,6007.652065
239,NC606,North River Game Land Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1999, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC606,Dedicated Nature Preserve,36.3286,0.576167949,2,0,-75.98631699,36.29107097,9089,1.223775328,56031689.74,149654.453
240,NC608,Masonboro Island State Natural Area,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1976, , ,1,V,IUCN MPA,Mixed,http://portal.ncdenr.org/c/document_library/get_file?uuid=4b4d700e-378e-4500-977b-1de9d5313373&groupId=61572,0,NC608,State Natural Area,0.732503,0.184852644,25,0,-77.85018218,34.13450423,266,0.081458162,1071636.691,10053.24715
241,NC609,Run Hill State Natural Area,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1995, , ,1,V,IUCN MPA,Mixed,https://www.baldheadisland.com/island,374099,NC609,State Natural Area,0.513671,0.029784889,6,0,-75.67221359,36.0008386,356,0.048828837,786473.6016,6007.65207
242,NC612,Dare Game Land,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Restrictions Unknown,Ecosystem,Permanent,Year-round,1971, , ,1,VI,IUCN MPA,Interface,https://www.ncwildlife.org/Hunting/WheretoHunt/PublicPlaces.aspx,312258,NC612,Game Land,186.417,3.05E-05,0,0,-75.87763754,35.71452435,30,0.635290556,283382488.5,76779.28937
243,NC613,Croatan Game Land,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971, , ,1,VI,IUCN MPA,Interface,https://www.ncwildlife.org/Hunting/WheretoHunt/PublicPlaces.aspx,312259,NC613,Game Land,653.234,1.365910021,0,0,-77.02159767,34.86438471,9492,6.063921916,972567365.1,744053.7575
244,NC72,Theodore Roosevelt State Natural Area Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2000, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC72,Dedicated Nature Preserve,1.21827,5.69E-05,0,0,-76.83264046,34.69710555,91,0.054487401,1806543.855,6504.734825
245,NC77,Zekes Island Estuarine Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1987, , ,1,V,IUCN MPA,Mixed,http://www.nccoastalreserve.net/web/crp/zekes-island,0,NC77,Dedicated Nature Preserve,9.44611,6.345157327,67,0,-77.94556262,33.93275576,334,0.143515991,13756914.22,17926.45032
246,NC78,Carolina Beach State Park,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1969, , ,1,IV,IUCN MPA,Interface,https://www.ncparks.gov/Visit/parks/cabe/main.php|https://www.ncparks.gov/Visit/parks/cabe/main.php;https://www.ncparks.gov/carolina-beach-state-park/ecology|https://www.ncparks.gov/carolina-beach-state-park/ecology,352860,NC78,State Park,2.54754,0.048777138,2,0,-77.91250202,34.04519722,174,0.095378888,3719871.539,11570.12793
247,NC80,Fort Macon State Park,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1924, , ,1,IV,IUCN MPA,Mixed,https://www.ncparks.gov/Visit/parks/foma/main.php,352861,NC80,State Park,2.17094,0.229229756,11,0,-76.69152779,34.69826956,439,0.105461306,3219321.848,12937.44446
248,NC81,Goose Creek State Park,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1974, , ,1,IV,IUCN MPA,Interface,https://www.ncparks.gov/Visit/parks/gocr/main.php,352862,NC81,State Park,6.88087,0.089316948,1,0,-76.90968639,35.47161717,786,0.253449009,10397317.76,30591.37056
249,NC82,Hammocks Beach State Park,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Focal Resource,Permanent,Year-round,1961, , ,1,IV,IUCN MPA,Mixed,https://www.ncparks.gov/Visit/parks/habe/main.php,352863,NC82,State Park,5.07761,0.756933516,15,0,-77.13960188,34.63508201,1549,0.295666268,7519417.566,35290.82547
250,NC85,Emily and Richardson Preyer Buckridge Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2000, , ,1,IV,IUCN MPA,Interface,https://deq.nc.gov/about/divisions/coastal-management/nc-coastal-reserve/reserve-sites/emily-and-richardson-preyer,366478,NC85,Coastal Reserve,73.6438,0.250704481,0,0,-76.09979917,35.69519421,977,0.896116766,111988110,109988.0211
251,NC86,Kitty Hawk Woods Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1992, , ,1,IV,IUCN MPA,Mixed,http://portal.ncdenr.org/web/crp/kitty-hawk-woods,0,NC86,Coastal Reserve,7.37481,0.434131783,6,0,-75.72043476,36.08194544,38518,0.769755651,11309376.77,95485.17031
252,NC87,Permuda Island Coastal Reserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,1987, , ,1,IV,IUCN MPA,Mixed,http://www.nccoastalreserve.net/web/crp/permuda-island,0,NC87,Coastal Reserve,0.254845,0.084927648,33,0,-77.49226087,34.46864694,416,0.051702509,375850.1211,5992.469709
253,NH5,Hampton Beach State Park,State,NH,Zoned Multiple Use,New Hampshire Division of Parks and Recreation,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1933, , ,1,IV,IUCN MPA,Mixed,https://www.nhstateparks.org/visit/state-parks/hampton-beach-state-park,555586799,NH5,State Park,0.919524,0.362996709,39,0,-70.80393617,42.91716429,215,0.113237783,1715361.527,15586.87864
254,NH6,Odiorne Point State Park,State,NH,Uniform Multiple Use,New Hampshire Division of Parks and Recreation,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1961, , ,1,IV,IUCN MPA,Mixed,https://www.nhstateparks.org/visit/state-parks/odiorne-point-state-park,555586800,NH6,State Park,1.37482,0.141248966,10,0,-70.72136189,43.04269534,415,0.13343791,2575130.008,17046.22827
255,NH7,Rye Harbor State Park (Ragged Neck),State,NH,Uniform Multiple Use,New Hampshire Division of Parks and Recreation,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1936, , ,1,IV,IUCN MPA,Interface,https://www.nhstateparks.org/visit/state-parks/rye-harbor-state-park,555586801,NH7,State Park,0.263258,0.005570269,2,0,-70.75222891,43.00396547,78,0.035628181,492483.5352,4751.798769
256,NJ1,Cheesequake State Park,State,NJ,Zoned Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1938, , ,1,IV,IUCN MPA,Mixed,https://www.state.nj.us/dep/parksandforests/parks/cheesequake.html,0,NJ1,State Park,6.3706,0.413035459,6,0,-74.26782329,40.44050843,3465,0.352006817,11009992.57,44585.73759
257,NJ11,Port Republic Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Seasonal,1962, , ,1,VI,IUCN MPA,Interface,http://www.njwildlifetrails.org/PineBarrensTrails/Sites/tabid/1698/Scope/site/Guide/PINEBARREN/Site/348/Default.aspx,0,NJ11,Wildlife Management Area,6.63473,0.0376166,1,0,-74.47923658,39.54658762,1095,0.423031928,11165471.74,53781.48139
258,NJ12,Swan Bay Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968, , ,1,VI,IUCN MPA,Interface,https://www.state.nj.us/dep/fgw/wmaregs.htm,0,NJ12,Wildlife Management Area,14.1982,0.034899049,0,0,-74.51044779,39.58763315,1596,0.60986068,23937103.71,76772.04965
259,NJ15,Great Bay Boulevard Wildlife Management Area,State,NJ,Zoned Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1974, , ,1,VI,IUCN MPA,Mixed,http://www.wildlifeviewingareas.com/viewing-area/great-bay-boulevard-wildlife-management-area/,0,NJ15,Wildlife Management Area,22.7084,1.661280609,7,0,-74.32861038,39.54166582,5982,1.06531192,38234296.38,134305.7258
260,NJ2,Fort Mott State Park,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,1951, , ,1,IV,IUCN MPA,Interface,https://www.state.nj.us/dep/parksandforests/parks/fortmott.html,0,NJ2,State Park,0.371722,0.014330378,4,0,-75.55106091,39.60482066,31,0.026104734,627003.0625,3285.797383
